"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"CardData_data-12848beb62d8aaf4-936c2015becd56e42a804cd2f7533c2c-v2","CardData_data-12848beb62d8aaf4-936c2015becd56e42a804cd2f7533c2c-v2","The vines of the Wildwood stockpile harvested energy to use during unexpected droughts. When these stores are tapped into, the energy provides a surge of new life and power to the host.","CardData_data-12848beb62d8aaf4-936c2015becd56e42a804cd2f7533c2c-v2","","","","(Group: 'CardData_UnleashTheWildwood')"
"CardData_data-1294053a9a6f737c-9a04d7ad84d2eb045b12d424615fd059-v2","CardData_data-1294053a9a6f737c-9a04d7ad84d2eb045b12d424615fd059-v2","The Wildwood of Hell encases those that linger too long underneath its draping canopy. These living trees scare me more than I care to admit.","CardData_data-1294053a9a6f737c-9a04d7ad84d2eb045b12d424615fd059-v2","","","","(Group: 'CardData_Ensnare')"
"CardData_data-12d38371dc555b10-aaeeaf72d5e646440889d74125d943ce-v2","CardData_data-12d38371dc555b10-aaeeaf72d5e646440889d74125d943ce-v2","As the first line of defense in the Crucible, Morsels will rocket towards an intruder, often sacrificing themselves in the process. If they succeed in their defense, they live to mine another day.","CardData_data-12d38371dc555b10-aaeeaf72d5e646440889d74125d943ce-v2","","","","(Group: 'CardData_AntumbraAssault')"
"CardData_data-133570319df1ff17-08b4cd2e3d143754095e47b4da964836-v2","CardData_data-133570319df1ff17-08b4cd2e3d143754095e47b4da964836-v2","In memory, a Waxer is never truly dead. Through a process we developed together, their faces are embossed on deadly weapons and serve as a reminder of what once was and what will be.","CardData_data-133570319df1ff17-08b4cd2e3d143754095e47b4da964836-v2","","","","(Group: 'CardData_MementoMori')"
"CardData_data-147b36044cde475c-19e3971abc1f11249ac8fded65a3fa32-v2","CardData_data-147b36044cde475c-19e3971abc1f11249ac8fded65a3fa32-v2","For the devout, pain is the ultimate penance for their sins. For the rest of us, it is just another reminder of our need to restore peace.","CardData_data-147b36044cde475c-19e3971abc1f11249ac8fded65a3fa32-v2","","","","(Group: 'CardData_ScourgeT3')"
"CardData_data-1570f65e37601f60-ca50179d40ecb3542ad98babeba262fb-v2","CardData_data-1570f65e37601f60-ca50179d40ecb3542ad98babeba262fb-v2","“Imps die for their horns to grow large. Demons die for their horns to grow sharp.” -excerpt from Hell’s Horns by Grrrg Onehorn, discussing the cyclical life of a Hellhorned and how their horns mature.","CardData_data-1570f65e37601f60-ca50179d40ecb3542ad98babeba262fb-v2","","","","(Group: 'CardData_ImpOlate')"
"CardData_data-17856855e88f2397-2738bdc40aa6e1945ae7f59b8c3d95ae-v2","CardData_data-17856855e88f2397-2738bdc40aa6e1945ae7f59b8c3d95ae-v2","Working with the Railbeaters, I was able to devise a series of interlocking shields that turn the Hellhorned into a mobile battering ram.","CardData_data-17856855e88f2397-2738bdc40aa6e1945ae7f59b8c3d95ae-v2","","","","(Group: 'CardData_BatteringRam')"
"CardData_data-1884515776f68d10-13d2fc4da8b510146b390968e888b048-v2","CardData_data-1884515776f68d10-13d2fc4da8b510146b390968e888b048-v2","The Umbra Shroud mines the depths of the Crucible, creating more vents to the surface above. These allow the ember below to burn ever more fiercely, and when applied to the Boneshaker, the same technique has allowed us to increase our fuel efficiency for short amounts of time.","CardData_data-1884515776f68d10-13d2fc4da8b510146b390968e888b048-v2","","","","(Group: 'CardData_GainXEnergy')"
"CardData_data-18dd64152b267ec1-9eb35a410438eb1418a7eca66acded00-v2","CardData_data-18dd64152b267ec1-9eb35a410438eb1418a7eca66acded00-v2","“Some Imps eat Pyre. While Pyre tasty, Pyre not endless. Hungry imps then eaten by Pyre. And life continues.” -excerpt from Hell’s Horns by Grrrg Onehorn on Pyre-eating etiquette.","CardData_data-18dd64152b267ec1-9eb35a410438eb1418a7eca66acded00-v2","","","","(Group: 'CardData_ImpPressive')"
"CardData_data-18e253667ccaadee-40c6a5a18c8df4948afab1b79a2a37b0-v2","CardData_data-18e253667ccaadee-40c6a5a18c8df4948afab1b79a2a37b0-v2","As a single mind, the Umbra had no need for written text. But when I finally discovered them, they created a language to converse with me and the other lowly residents of Hell.","CardData_data-18e253667ccaadee-40c6a5a18c8df4948afab1b79a2a37b0-v2","","","","(Group: 'CardData_UmbraStone')"
"CardData_data-1bab31af4a556f34-792713c0dc49c794db7f416d35aee1b3-v2","CardData_data-1bab31af4a556f34-792713c0dc49c794db7f416d35aee1b3-v2","The Hellhorned have learned to live with the unpredictability of the Scorched Plains, even going so far as to retain some of the flaming boulders for themselves, despite my attempts to dissuade them.","CardData_data-1bab31af4a556f34-792713c0dc49c794db7f416d35aee1b3-v2","","","","(Group: 'CardData_StarterTorch')"
"CardData_data-1cae6727d69c01ff-2476514d2d3dfa6448a472d2da7a76d3-v2","CardData_data-1cae6727d69c01ff-2476514d2d3dfa6448a472d2da7a76d3-v2","It is said that the Crucible was formed when the Pyre first ignited, molding and melting the nearby ground to create endless, winding caverns. The Umbra have done their best to direct me through these tunnels, but the maze of caves has still been enough to trap me for days at a time.","CardData_data-1cae6727d69c01ff-2476514d2d3dfa6448a472d2da7a76d3-v2","","","","(Group: 'CardData_GemTrove')"
"CardData_data-1dbf5227b2b6beeb-6d184f2fbc18a404fb2ed0a8477aed67-v2","CardData_data-1dbf5227b2b6beeb-6d184f2fbc18a404fb2ed0a8477aed67-v2","When Hell was frozen, the Pyre itself was largely extinguished. The remains that I was unable to collect have been scattered throughout Hell, with Seraph controlling most of them. Some have been corrupted entirely, lashing out at their previous host if they come into too close of contact.","CardData_data-1dbf5227b2b6beeb-6d184f2fbc18a404fb2ed0a8477aed67-v2","","","","(Group: 'CardData_BlightPyreDamageInHand')"
"CardData_data-1e023cb6a80b1e5e-48354b6f10e0b7a47a3440c20be30dc0-v2","CardData_data-1e023cb6a80b1e5e-48354b6f10e0b7a47a3440c20be30dc0-v2","Ceremonial spears are given to the Stygian Guard to aid them in their protection of the Unnamed’s resting place. Originally just part of tradition, these spears have recently become essential in our defense of Hell.","CardData_data-1e023cb6a80b1e5e-48354b6f10e0b7a47a3440c20be30dc0-v2","","","","(Group: 'CardData_Titanstooth')"
"CardData_data-1e7089ad5e230b4d-60e64958fe11330488ec2df330078826-v2","CardData_data-1e7089ad5e230b4d-60e64958fe11330488ec2df330078826-v2","The dust gathered from mining Prism stones can be collected to create a similar, though less effective, defensive support around the owner.","CardData_data-1e7089ad5e230b4d-60e64958fe11330488ec2df330078826-v2","","","","(Group: 'CardData_PrismalDust')"
"CardData_data-1fce0943741e314c-ed3f80ba19dd9a9428f1d33f42a5e379-v2","CardData_data-1fce0943741e314c-ed3f80ba19dd9a9428f1d33f42a5e379-v2","“Some Imps learn much about Horned. It is only through dying that Imps can teach Horned.” -excerpt from Hell’s Horns by Grrrg Onehorn on the posthumous transfer of knowledge in Hellhorned society.","CardData_data-1fce0943741e314c-ed3f80ba19dd9a9428f1d33f42a5e379-v2","","","","(Group: 'CardData_ImpProvisation')"
"CardData_data-2152aa1deab8bd5c-d9d327e8d4208c54f9d614cc9f1eacea-v2","CardData_data-2152aa1deab8bd5c-d9d327e8d4208c54f9d614cc9f1eacea-v2","Electrified urchins swarm around the openings of the Titan’s seafloor resting place. Their spines shock any predators, providing a natural defense in the dangerous depths of the sea. Unbeknownst to Tethys, I collected some of these specimens for my studies.","CardData_data-2152aa1deab8bd5c-d9d327e8d4208c54f9d614cc9f1eacea-v2","","","","(Group: 'CardData_MagicJuice')"
"CardData_data-2384230e408a7750-be9c823be1b68e846baaf929e2a41a8b-v2","CardData_data-2384230e408a7750-be9c823be1b68e846baaf929e2a41a8b-v2","Though reluctant at first to allow the Rail to come through the Wildwood, the Edge Priory eventually agreed with me to let it pass and uphold the Covenant with Seraph.","CardData_data-2384230e408a7750-be9c823be1b68e846baaf929e2a41a8b-v2","","","","(Group: 'CardData_AwokensRailSpike')"
"CardData_data-24392a619ec9094b-6038beb7292217549bcb45e170f2d48b-v2","CardData_data-24392a619ec9094b-6038beb7292217549bcb45e170f2d48b-v2","Over time I’ve learned that for all of their brushed aside realities, the Wurmkin are more merciful than they let on. The souls they harvest are given a draught to help them rest. To help them forget. It’s time I put these memories to bed once more and partake in a similar sort of revelry. ","CardData_data-24392a619ec9094b-6038beb7292217549bcb45e170f2d48b-v2","","","","(Group: 'CardData_SoulSiphon')"
"CardData_data-24df50888286669c-640e235cd3039c045b57f2c4025e35f3-v2","CardData_data-24df50888286669c-640e235cd3039c045b57f2c4025e35f3-v2","Through an unusual course of events, I’ve found that bottling many Morsels together allows them to be easily transported to quickly provide labor where it's needed. It also had the added benefit of soothing the little creatures.","CardData_data-24df50888286669c-640e235cd3039c045b57f2c4025e35f3-v2","","","","(Group: 'CardData_PackedMorsels')"
"CardData_data-27993336a6421d1b-7a6fa80fc37d9c541b9e37625bf870e3-v2","CardData_data-27993336a6421d1b-7a6fa80fc37d9c541b9e37625bf870e3-v2","Leather is a common material among the Hellhorned, so I've lined my garb with the material for protection. Given the stench, I'm sure the source of it is better left a mystery.","CardData_data-27993336a6421d1b-7a6fa80fc37d9c541b9e37625bf870e3-v2","","","","(Group: 'CardData_Fortify')"
"CardData_data-2a3f7bcac43c93f4-0a8521d528e582d49b7cf2ac5e41dde3-v2","CardData_data-2a3f7bcac43c93f4-0a8521d528e582d49b7cf2ac5e41dde3-v2","Those who truly cannot wait for their wax to melt can fasten additional wicks to their bodies, ensuring they burn with a brief, but beautiful, light.","CardData_data-2a3f7bcac43c93f4-0a8521d528e582d49b7cf2ac5e41dde3-v2","","","","(Group: 'CardData_Wicklash')"
"CardData_data-2bc38308f131c061-dfc4a87d625488d4d8731402fdd2449e-v2","CardData_data-2bc38308f131c061-dfc4a87d625488d4d8731402fdd2449e-v2","Induction into the Guard is considered each Stygian’s last step before becoming a fully mature member of the Sea. They are asked to give up all possessions and only carry the tools of their creed. A different life than I would prefer to lead, but most likely much more honorable.","CardData_data-2bc38308f131c061-dfc4a87d625488d4d8731402fdd2449e-v2","","","","(Group: 'CardData_GiftsForAGuard')"
"CardData_data-2c57fac1b1bd5e9f-e8f4d7309950b9f47937210ab15d1b9f-v2","CardData_data-2c57fac1b1bd5e9f-e8f4d7309950b9f47937210ab15d1b9f-v2","These Divinities don’t exist on any physical plane known to Heaven or Hell, but their power leaks from their existence to ours as brief flickers of light. With each Divinity felled, those flickers became more static, and now the last remaining Divinity holds our Realm hostage for my mistakes.","CardData_data-2c57fac1b1bd5e9f-e8f4d7309950b9f47937210ab15d1b9f-v2","","","","(Group: 'CardData_MergedSpell_Targetless')"
"CardData_data-2c87eaad8f1a6731-6757db998f7279743be5e849a3f29fa4-v2","CardData_data-2c87eaad8f1a6731-6757db998f7279743be5e849a3f29fa4-v2","In one of these dreams, that I'm beginning to believe are visions of the past, Wyldenten showed me the creation of the Wildwood itself: seeds taken from Wyldenten's own body. His final gift before his Exile.","CardData_data-2c87eaad8f1a6731-6757db998f7279743be5e849a3f29fa4-v2","","","","(Group: 'CardData_StarterBuff')"
"CardData_data-2fc5a834e5a68fde-8469d3accf3a7ba469d06aaffe093c08-v2","CardData_data-2fc5a834e5a68fde-8469d3accf3a7ba469d06aaffe093c08-v2","The Channelers of the Wildwood prefer to keep their involvement in its growth to a minimum. However, their intervention is sometimes required to achieve more “aggressive” expansion.","CardData_data-2fc5a834e5a68fde-8469d3accf3a7ba469d06aaffe093c08-v2","","","","(Group: 'CardData_Channelsong')"
"CardData_data-30afcbb1e2ab1b58-e95add7f3c3be9e4ab07369e81613bdd-v2","CardData_data-30afcbb1e2ab1b58-e95add7f3c3be9e4ab07369e81613bdd-v2","Only the most trusted of Morsels are allowed to mine the most precious of metals. Even fewer are allowed to forge the valuable creations of the Umbra Shroud. So, to be allowed into these sacred forges was an honor indeed.","CardData_data-30afcbb1e2ab1b58-e95add7f3c3be9e4ab07369e81613bdd-v2","","","","(Group: 'CardData_MakingOfAMorsel')"
"CardData_data-30c860df355c46a5-7085f6b4c2b0e164988527c0a8a1c83b-v2","CardData_data-30c860df355c46a5-7085f6b4c2b0e164988527c0a8a1c83b-v2","Whoever thought to put imps in a confined space had clearly never interacted with the little devils. That didn't stop me from keeping a few boxes. Though, every once in a while, one finally does get out.","CardData_data-30c860df355c46a5-7085f6b4c2b0e164988527c0a8a1c83b-v2","","","","(Group: 'CardData_ImpInABox')"
"CardData_data-30e8ac98389fe66c-abedeb7bd63e2af458ab26601a848fa2-v2","CardData_data-30e8ac98389fe66c-abedeb7bd63e2af458ab26601a848fa2-v2","Vined Awoken have been known to lash out to control their enemies. While not an enemy, I too have been lashed and it is a less than pleasant experience.","CardData_data-30e8ac98389fe66c-abedeb7bd63e2af458ab26601a848fa2-v2","","","","(Group: 'CardData_VineGrasp')"
"CardData_data-32dcbcc27dea54e1-fdf2b961e24c9c94e8096f0779d808c4-v2","CardData_data-32dcbcc27dea54e1-fdf2b961e24c9c94e8096f0779d808c4-v2","To power the Constructs of the Crucible, the Umbra Shroud feeds them excavated fuel. If fed mined Ember, the furnaces go into overdrive, working doubly hard at the cost of even more Ember. This discovery was crucial in the construction of the furnaces within the Boneshaker.","CardData_data-32dcbcc27dea54e1-fdf2b961e24c9c94e8096f0779d808c4-v2","","","","(Group: 'CardData_PerilsOfProduction')"
"CardData_data-34193035c4467cd3-7cb1ccddd7c45204999a78128b6fb996-v2","CardData_data-34193035c4467cd3-7cb1ccddd7c45204999a78128b6fb996-v2","I've observed from those of the Wildwood that with great concentration comes great healing. The Awoken can channel their will into sprouting spores on the surface of their form to heal broken parts of their vined bodies.","CardData_data-34193035c4467cd3-7cb1ccddd7c45204999a78128b6fb996-v2","","","","(Group: 'CardData_FocusedGrowth')"
"CardData_data-358095c11dc866d0-92b031bb609fb70429201b3455d2aa36-v2","CardData_data-358095c11dc866d0-92b031bb609fb70429201b3455d2aa36-v2","I've been able to capture shards of ice from the now-frozen sea and distill them into seed crystals, making the instantaneous freezing of objects even easier.","CardData_data-358095c11dc866d0-92b031bb609fb70429201b3455d2aa36-v2","","","","(Group: 'CardData_JarOfFrost')"
"CardData_data-3814d123857ded12-57cb2a64dad0f3d40a81a733914aae00-v2","CardData_data-3814d123857ded12-57cb2a64dad0f3d40a81a733914aae00-v2","Lodestones require direct operation to absorb the energy gained from any living beings around them. Through mechanisms I've not been able to understand, the energy retrieved is many times the source's power.","CardData_data-3814d123857ded12-57cb2a64dad0f3d40a81a733914aae00-v2","","","","(Group: 'CardData_EnergySiphon')"
"CardData_data-3817b5adaf1e27f2-b721a27e79fd01147b04c4bfe9142ea7-v2","CardData_data-3817b5adaf1e27f2-b721a27e79fd01147b04c4bfe9142ea7-v2","Those of the Melting Remnant who want to continue living must attend a Votive House to receive a Blessing of Wax. But on some rare occasions, the Reformed will grant a soul some of the sacred wax for use outside the House. ","CardData_data-3817b5adaf1e27f2-b721a27e79fd01147b04c4bfe9142ea7-v2","","","","(Group: 'CardData_WickExtension')"
"CardData_data-3cc0958db71c9445-42e873e0f49d91144bcaeb0a488debb3-v2","CardData_data-3cc0958db71c9445-42e873e0f49d91144bcaeb0a488debb3-v2","To protect the Pyre should it ever feel threatened, I enhanced it to change its shape into something sharper that would damage the attacker. If broken off, these shards can be ingested by the Awoken to achieve the same effect.","CardData_data-3cc0958db71c9445-42e873e0f49d91144bcaeb0a488debb3-v2","","","","(Group: 'CardData_SpikePotion')"
